整合編號,食品分類,樣品名稱,熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g)
J13801,魚貝類,大眼金梭魚,157,71.7,21.8,7.1,0,0
J13901,魚貝類,鱗網帶鰆切片,272,60.5,17.3,22,0,0
J14001,魚貝類,鱗網帶鰆(含皮),263,62.5,18,20.7,0,0
J14101,魚貝類,白帶魚,102,77.6,19.6,2,0,0
J14201,魚貝類,台灣馬加鰆,180,68.5,20.2,10.4,0,0
J14301,魚貝類,正鰹,149,70.8,23.1,5.6,0,0
J14401,魚貝類,花腹鯖,144,70.5,23.9,4.6,0,0
J14501,魚貝類,高麗馬加鰆,119,75,19.4,4,0.3,0
J14601,魚貝類,短鮪,103,74.5,23.9,0.1,0,0
J14701,魚貝類,鮪魚生魚片,100,76.1,23.3,0.1,0,0
J14801,魚貝類,鰆魚切片(去皮),193,70.2,18.7,12.5,0,0
J14901,魚貝類,鰆魚切片(含皮),176,67.7,19.3,10.4,1.5,0
J15001,魚貝類,鯖魚(生),417,45.2,14.4,39.4,0.2,0
J15101,魚貝類,鯖魚(炒),410,44.5,16.7,37.6,0.1,0
J15102,魚貝類,鯖魚(炸),555,28.3,17.2,53.4,0.1,0
J15103,魚貝類,"鯖魚(烤,150度,10分)",412,45.8,16.5,37.8,0,0
J15104,魚貝類,"鯖魚(烤,150度,20分)",396,45.7,19.1,34.8,0,0
J15105,魚貝類,"鯖魚(烤,150度,30分)",536,32.4,19.9,50,0,0
J15106,魚貝類,"鯖魚(烤,180度,10分)",373,47.3,20.2,31.8,0,0
J15107,魚貝類,"鯖魚(烤,210度,10分)",472,39,19,43.4,0,0
J15108,魚貝類,鯖魚(煮),375,49.3,14.9,34.5,0.4,0
J15109,魚貝類,鯖魚(煎),400,42.9,20,35.9,0,0
J15110,魚貝類,鯖魚(蒸),392,47.1,14.6,36.5,0.7,0
J15111,魚貝類,鯖魚(醃製),279,56.8,14.9,24,1.3,0
J15201,魚貝類,旗魚切片,111,71.8,26,0,0.8,0
J15202,魚貝類,旗魚腹肉,105,77,22.2,1.1,0,0
J15301,魚貝類,刺鯧(去皮),95,78.2,18.8,1.6,0.1,0
J15401,魚貝類,刺鯧(含皮),155,72.5,17.8,8.7,0,0
J15501,魚貝類,星斑真鯧,214,69,15.6,16.3,0,0
J156,魚貝類,銀鯧平均值(去皮),115,76.4,17.7,4.4,0.2,0
J15601,魚貝類,銀鯧(2月),123,76.8,17.9,5.1,0,0
J15602,魚貝類,銀鯧(3月),120,75.8,17.6,5,0.7,0
J15603,魚貝類,銀鯧(5月),105,78.7,16.4,3.9,0,0
J15604,魚貝類,銀鯧(8月),101,75.9,17.7,2.9,1.6,0
J15605,魚貝類,銀鯧(12月),126,74.9,19.1,5,0.2,0
J15701,魚貝類,銀鯧(含皮),132,75.2,16.8,6.7,0.2,0
J15801,魚貝類,鱧魚,119,76.3,18.3,4.5,0,0
J15901,魚貝類,大口鰜切片,190,70.2,13.2,14.8,0.8,0
J16001,魚貝類,大口鰜(含皮),166,74.1,14.7,11.5,0,0
J16101,魚貝類,鬚鰨,92,77.7,19.9,0.8,0.3,0
J16201,魚貝類,單角革單棘魨(去皮),79,81.9,17.2,0.6,0,0
J16301,魚貝類,單角革單棘魨(含皮),76,81.3,17.9,0,0,0
J16401,魚貝類,克氏兔頭魨,77,80.8,17.8,0.1,0,0
J16501,魚貝類,翻車魨肚肉,47,88.5,10.2,0.4,0.7,0
J16601,魚貝類,犬牙南極魚切片,282,63.7,12.1,25.5,0,0
J16701,魚貝類,低眼芒鯰魚片(芒加魚邊),76,83.4,14.2,1.7,0,0
J16801,魚貝類,鱈魚切片,197,69.1,13.1,15.6,1.2,0
J16901,魚貝類,紅肉蒜,97,77.5,21.1,0.7,0,0
J17001,魚貝類,翻車魨魚皮,59,93,13.7,0.1,0,0
J17101,魚貝類,鯛魚下巴,245,65.5,16.1,19.6,0,0
J17201,魚貝類,鯊魚皮,58,88.8,13.5,0.1,0,0
J17301,魚貝類,油魚卵(加工),445,26.5,46.6,27.3,0,0
J17401,魚貝類,圓鱈魚卵(加工),84,79.8,11.2,4.4,0,0
J17501,魚貝類,鮸魚卵(加工),184,61.6,21.9,10.1,3.6,0
J17601,魚貝類,鯔魚卵,256,53.1,26.3,15.9,3.2,0
J17602,魚貝類,鯔魚卵(加工),233,32.7,36.6,8.5,18.7,0
J17701,魚貝類,鰆魚卵,193,64.5,23.5,10.2,0.2,0
J17801,魚貝類,鰹魚卵,184,66.2,21.5,10.2,0.6,0
J17901,魚貝類,鱈魚肝(加工),534,33.2,6.5,55.4,3.4,0
J18001,魚貝類,??魚肝,136,74.8,13.6,8.6,1.9,0
J18101,魚貝類,旗魚肚,99,73.8,22.5,0.4,2.9,0
J18201,魚貝類,鮪魚肚,106,75.8,23.4,0.7,0,0
J18301,魚貝類,鱈魚肚,82,84.5,12.6,3.1,0,0
J18401,魚貝類,鯊魚翅,186,60.2,43.5,0,0,0
J18501,魚貝類,魚翅唇,47,91.2,9.9,0.6,0,0
J18601,魚貝類,鯔魚精囊,89,81.8,17.3,1.7,0,0
J18701,魚貝類,鱈魚精囊,37,86.6,7.8,0.4,3.9,0
J18801,魚貝類,圓鱈魚鰓肉,84,78.1,14.5,2.5,3.9,0
J18901,魚貝類,小魚干,335,16.1,69.2,4.4,0,0
J19001,魚貝類,扁魚干,354,18.4,66.3,7.9,1.1,0
J19101,魚貝類,香魚片,306,20,36.1,0.7,39.1,0
J19201,魚貝類,柴魚片,383,10.9,76.5,6.2,2.6,0
J19301,魚貝類,羅氏沼蝦,88,78.1,20.3,0.1,0.2,0
J19401,魚貝類,正櫻蝦(生),88,79.3,17.9,1.3,0,0
J19501,魚貝類,正櫻蝦(熟),97,76,19.6,1.4,0,0
J19601,魚貝類,北方長額蝦(加工),122,70.9,19.9,4.1,2.7,0
J19701,魚貝類,東方異腕蝦,78,82.3,17.7,0.3,0,0
J19801,魚貝類,胭脂蝦,114,77.2,13.8,6.1,0.7,0
J19901,魚貝類,日本玻璃蝦,83,76.3,16.2,1.5,2,0
J20001,魚貝類,相模後海螯蝦,79,81.6,17.9,0.3,0,0
J20101,魚貝類,中國對蝦,84,77.9,19.3,0.2,1,0
J202,魚貝類,日本對蝦平均值,97,75.7,21.3,0.7,0.4,0
J20201,魚貝類,日本對蝦(大),97,77,21.6,0.5,0,0
J20202,魚貝類,日本對蝦(小),96,74.5,20.9,0.8,1.8,0
J203,魚貝類,白對蝦平均值,103,76.1,21.9,1,0,0
J20301,魚貝類,白對蝦(大),109,74.8,22.3,1.5,0,0
J20302,魚貝類,白對蝦(小),96,77.4,21.4,0.5,0,0
J20401,魚貝類,哈氏彷對蝦,82,78.4,18.7,0.2,0.6,0
J20501,魚貝類,草對蝦,100,75.3,22,0.7,1,0
J20601,魚貝類,藍對蝦,95,77.2,20.9,0.6,0,0
J20701,魚貝類,鬚赤蝦,92,76,20.7,0.4,0.6,0
J20801,魚貝類,大管鞭蝦,88,77.4,19.8,0.3,0.6,0
J20901,魚貝類,隆脊管鞭蝦,96,75.3,22.1,0.2,0.6,0
J21001,魚貝類,螳螂蝦,67,84,14.7,0.5,0,0
J21101,魚貝類,日本龍蝦,93,75.7,21.5,0.1,1,0
J21201,魚貝類,櫻花蝦(加工),253,20.1,52.6,3.1,13.4,0
J21301,魚貝類,紅蟳,122,67.1,20.9,3.6,6.5,0
J21401,魚貝類,蛙形蟹,72,78.2,16.6,0.1,2.8,0
J21501,魚貝類,大頭蝦仁,40,89.2,8.8,0.2,0,0
J21601,魚貝類,明蝦仁,52,88,11.9,0.1,0,0
J21701,魚貝類,紅蝦仁,43,86.4,9.5,0.3,1.5,0
J21801,魚貝類,海鱸蝦仁,73,81,16.3,0.4,1.3,0
J21901,魚貝類,草蝦仁,44,88,9.7,0.3,0.9,0
J22001,魚貝類,鳳尾蝦仁,64,84.4,13.4,0.8,0.3,0
J22101,魚貝類,鬚赤蝦仁,80,81.4,17.1,0.7,0,0
J22201,魚貝類,龍蝦卵(調味),64,78.6,6.7,1.8,5.2,0
J22301,魚貝類,蟹腳肉,52,84.2,11.6,0.2,1.3,0
J22401,魚貝類,蝦皮,155,45.3,33.6,1.3,2.7,0
J22501,魚貝類,蝦米,264,28.7,57.1,2.2,0,0
J22502,魚貝類,金鉤蝦乾,257,33.9,54.6,2.6,0,0
J22601,魚貝類,竹蟶(冷凍),42,87.2,9,0.3,1.2,0
J227,魚貝類,真牡蠣平均值,54,83,9.4,1.6,4.2,0
J22701,魚貝類,真牡蠣,49,86.8,9,1.2,1.8,0
J22702,魚貝類,帶殼真牡蠣(生蠔),59,79.2,9.8,1.9,6.7,0
J22801,魚貝類,黑齒牡蠣,55,83.8,9.7,1.5,3.1,0
J22901,魚貝類,蝦夷海扇蛤,70,81.1,13.7,1.2,2.3,0
J23001,魚貝類,綠殼菜蛤,96,75.8,17.8,2.2,2.6,0
J23101,魚貝類,綠殼菜蛤干(淡菜),263,19.9,43.7,8.5,23.9,0
J23201,魚貝類,西施舌,53,83.2,8.9,1.6,5.4,0
J23301,魚貝類,台灣蜆,51,79.1,8.9,1.4,9.8,0
J23401,魚貝類,大文蛤,21,91,4.4,0.2,1.5,0
J23501,魚貝類,文蛤,37,87.3,7.6,0.5,2.7,0
J23601,魚貝類,波紋橫簾蛤 ,48,83.2,9.2,1,4.6,0
J23701,魚貝類,菲律賓簾蛤,37,85.8,7.5,0.5,4.1,0
J23801,魚貝類,環文蛤,46,84,8.7,1,3.7,0
J239,魚貝類,真烏賊平均值,57,82.7,12.2,0.6,3.7,0
J23901,魚貝類,真烏賊(大),61,83.6,13.9,0.3,0.8,0
J23902,魚貝類,真烏賊(小),53,81.7,10.5,0.9,6.6,0
J24001,魚貝類,章魚,61,84.6,13,0.6,0.9,0
J24101,魚貝類,阿根廷魷,71,84.8,12.4,2,0.4,0
J24201,魚貝類,泡魷魚,50,84.6,11.3,0.2,3,0
J24301,魚貝類,台灣鎖管,72,80.8,16,0.4,1.6,0
J24401,魚貝類,尖鎖管 ,100,74.3,20.2,1.5,2.4,0
J24501,魚貝類,軟翅仔,70,82.2,14.7,0.8,0.8,0
J24601,魚貝類,香螺 ,86,78.9,19.9,0.1,0,0
J24701,魚貝類,象牙鳳螺,78,77,16.9,0.7,3.6,0
J24801,魚貝類,泥螺,95,76.9,21.5,0.3,0.3,0
J24901,魚貝類,雪螺,40,90.3,8.9,0.3,0,0
J25001,魚貝類,九孔螺,73,76.2,15,1,5.8,0
J25101,魚貝類,鮑魚,69,73.1,15.8,0.1,9.5,0
J25201,魚貝類,蠑螺(加工),65,70.8,14.8,0.2,11,0
J25301,魚貝類,烏賊精囊,43,82.1,9.8,0.2,6.4,0
J25401,魚貝類,蝸牛肉,78,82.5,16.7,0.7,0,0
J25501,魚貝類,小卷干,246,33.8,53.2,2.1,4.7,0
J25601,魚貝類,干貝(冷凍),57,82.3,12.7,0.4,1.7,0
J257,魚貝類,干貝(乾)平均值,242,24.2,53.7,1.4,10.8,0
J25701,魚貝類,干貝(乾),256,16.5,58.5,0.7,15.5,0
J25702,魚貝類,小干貝(乾),228,31.9,48.9,2.2,6.1,0
J25801,魚貝類,牡蠣干,243,19.3,41,7.5,26.2,0
J25901,魚貝類,鹹小卷,98,64.5,20.1,1.3,1.9,0
J26001,魚貝類,白海參,32,92.7,7.4,0.1,0,0
J26101,魚貝類,仿刺參,36,90.4,8.2,0.1,0.8,0
J26201,魚貝類,南美刺參,52,89.8,12,0,0,0
J26301,魚貝類,紅海參,33,91.9,7.5,0.1,0,0
J26401,魚貝類,黑烏參,29,93.1,6.5,0.1,0,0
J26501,魚貝類,海蜇皮,19,70,4.4,0,2.2,0
K001,蛋類,雞蛋平均值,134,75.9,12.5,8.8,1.8,0
K00101,蛋類,雞蛋(白殼),137,75.7,12.6,9.1,1.6,0
K00102,蛋類,雞蛋(黃殼),132,76.1,12.5,8.6,2,0
K00201,蛋類,土雞蛋,129,76.5,12.9,8.1,1.7,0
K00301,蛋類,烏骨雞蛋,160,72.3,12.7,11.6,2.4,0
K00401,蛋類,雞蛋(高DHA),132,76.1,12.5,8.6,1.8,0
K00402,蛋類,雞蛋(高次亞麻油酸),139,74.5,12.4,9.4,2.8,0
K00403,蛋類,雞蛋(高亞麻油酸),133,76.9,13,8.4,0.8,0
K00404,蛋類,初卵雞蛋,136,76.3,12.3,9.2,1.4,0
K00405,蛋類,雞蛋(高維生素A&E),134,79.8,12.1,9,0,0
K00406,蛋類,雞蛋(高維生素E),143,75.3,12.8,9.7,1.4,0
K005,蛋類,雞蛋白平均值,50,87.6,11.2,0.1,0.5,0
K00501,蛋類,雞蛋白(白殼),48,88.7,10.7,0.1,0,0
K00502,蛋類,雞蛋白(黃殼),52,86.4,11.6,0.2,1.2,0
K00601,蛋類,烏骨雞蛋白,47,87.1,10.6,0,1.7,0
K007,蛋類,雞蛋黃平均值,308,52.8,15.2,26.8,3.6,0
K00701,蛋類,雞蛋黃(白殼),330,51.9,16,28.9,1.6,0
K00702,蛋類,雞蛋黃(黃殼),286,53.7,14.5,24.7,5.6,0
K00801,蛋類,烏骨雞蛋黃,344,50.8,15.5,30.6,1.4,0
K00901,蛋類,雞蛋黃(高維生素E),314,49.7,16.2,27,5.4,0
K01001,蛋類,雞水波蛋,147,75.9,11.6,10.7,0.8,0
K01101,蛋類,雞水煮蛋,144,74,14,9.2,1.7,0
K01201,蛋類,雞水煮蛋白,61,84,13.6,0.2,1.5,0
K01301,蛋類,雞水煮蛋黃,343,49.2,15.5,30.5,2.9,0
K014,蛋類,雞皮蛋平均值,127,74.7,12.5,8.1,3,0
K01401,蛋類,雞皮蛋,132,73.4,12.8,8.5,3.6,0
K01402,蛋類,土雞皮蛋,122,75.9,12.2,7.6,2.3,0
K01501,蛋類,炒蛋(加油3大匙),213,65.3,12.9,16.1,4.6,0
K016,蛋類,茶葉蛋平均值,141,73.3,13.7,9.1,2.2,0
K01601,蛋類,茶葉蛋(市售),138,72.7,13.5,8.7,3.5,0
K01602,蛋類,茶葉蛋(浸泡隔夜),145,74,13.8,9.4,0.9,0
K01701,蛋類,茶葉蛋白(浸泡隔夜),58,84.8,12.9,0.1,0.4,0
K01801,蛋類,茶葉蛋黃(浸泡隔夜),342,49.5,15.7,30.3,2.2,0
K01901,蛋類,荷包蛋(不加油),162,72.2,14,11.2,1.4,0
K01902,蛋類,荷包蛋(加油1小匙),191,69.3,13,14.9,1.6,0
K02001,蛋類,溫泉蛋,127,73.6,12.9,7.8,3.8,0
K02101,蛋類,煎蛋(不加油),161,69,13.5,11.3,4.9,0
K022,蛋類,滷蛋平均值,171,64.3,16.4,11.1,4.6,0
K02201,蛋類,雞滷蛋(市售),190,64.7,15.7,11.4,6.4,0
K02202,蛋類,雞滷蛋(現煮),177,65.1,16.6,11.1,3.1,0
K02203,蛋類,雞滷蛋(浸泡隔夜),181,63.2,16.9,10.8,4.4,0
K023,蛋類,滷蛋白平均值,75,73.5,16.7,0.2,4.6,0
K02301,蛋類,雞滷蛋白(現煮),84,74.5,16.6,0.2,3.9,0
K02302,蛋類,雞滷蛋白(浸泡隔夜),89,72.4,16.7,0.2,5.2,0
K024,蛋類,滷蛋黃平均值,378,44.3,17,33.7,1.9,0
K02401,蛋類,雞滷蛋黃(現煮),373,45.3,16.6,33.8,1.3,0
K02402,蛋類,雞滷蛋黃(浸泡隔夜),380,43.3,17.4,33.6,2.6,0
K025,蛋類,蒸蛋平均值,64,87.2,5.3,4.6,2.2,0
K02501,蛋類,蒸蛋(市售),32,90.1,3.6,1.8,3.4,0
K02502,蛋類,蒸蛋(微波爐),82,85.3,6.4,6,1.8,0
K02503,蛋類,蒸蛋(電鍋),80,86.3,5.8,6,1.3,0
K02601,蛋類,雞鐵蛋,286,47.2,26.6,17.5,5.9,0
K02701,蛋類,鴨蛋,187,71.2,13.1,14.4,0.2,0
K02801,蛋類,紅面番鴨蛋,198,70.9,13.1,15.6,0,0
K02901,蛋類,鴨蛋白,47,87.1,10.8,0,1.4,0
K03001,蛋類,鴨蛋黃,347,49.7,15.8,30.8,2,0
K03101,蛋類,鴨皮蛋,158,71.4,12.8,11.4,2.7,0
K032,蛋類,鴨鹹蛋平均值,185,66.7,13.3,14.1,1.1,0
K03201,蛋類,鴨生鹹蛋,187,69.1,12.5,14.7,0,0
K03202,蛋類,鴨熟鹹蛋,185,65.9,13.7,13.8,0.8,0
K03203,蛋類,鴨熟鹹蛋(薄鹽),185,65.1,13.7,13.8,3.5,0
K03301,蛋類,鴨鹹蛋黃,533,24.2,23.6,47.6,1.3,0
K03401,蛋類,鵪鶉蛋,172,72.1,12.7,13,1.2,0
K03501,蛋類,鵪鶉水煮蛋,163,74.7,12.3,12.1,0,0
K03601,蛋類,鵪鶉皮蛋,158,71.2,13.8,10.9,1.8,0
K03701,蛋類,鵪鶉滷蛋,200,57,16.2,14.3,11.1,0
K03801,蛋類,鵪鶉鹹蛋,171,66.9,13.7,12.3,1.9,0
K03901,蛋類,鵪鶉鐵蛋,436,20.4,28.8,26.9,20.4,0
K04001,蛋類,鴿蛋,96,80.8,10.2,5.7,2.5,0
K04101,蛋類,鵝蛋,179,70.2,10,15,3.2,0
L00101,乳品類,高脂鮮乳,73,85.8,3.2,4.2,6,0
L002,乳品類,全脂鮮乳平均值,63,87.9,3,3.5,4.9,0
L00201,乳品類,全脂鮮乳(1月取樣),62,88.2,2.9,3.6,4.7,0
L00202,乳品類,全脂鮮乳(4月取樣),61,88.2,2.9,3.4,4.8,0
L00203,乳品類,全脂鮮乳(6月取樣),63,87.9,3.2,3.6,4.6,0
L00204,乳品類,全脂鮮乳(9月取樣),64,87.8,2.8,3.6,5.3,0
L00205,乳品類,全脂鮮乳(10月取樣),64,87.7,3,3.7,4.8,0
L00206,乳品類,全脂鮮乳(11月取樣),62,88.1,3.1,3.5,4.6,0
L00207,乳品類,全脂鮮乳(12月取樣),64,87.4,3.2,3.4,5.2,0
L00301,乳品類,中脂鮮乳,48,89.4,3.1,1.9,4.8,0
L00401,乳品類,低脂鮮乳,43,90,3.1,1.3,5,0
L00501,乳品類,高脂強化鮮乳(鈣強化),68,86.9,3.2,3.9,5.2,0
L00502,乳品類,高脂強化鮮乳(寡醣強化),69,86.9,3.2,4.1,5.1,0
L00601,乳品類,中脂強化鮮乳(脂肪酸調整),59,86.9,2,2,8.6,0
L00701,乳品類,低脂強化鮮乳(維生素E強化),40,90.8,3,1.2,4.3,0
L00801,乳品類,低脂強化鮮乳(寡醣強化),46,89.4,3.1,1.3,5.5,0
L00901,乳品類,脫脂強化鮮乳(鈣強化),42,89,3.5,0.3,6.3,0
L00902,乳品類,脫脂強化鮮乳(寡醣強化),36,90.7,3.1,0.4,5.2,0
L00903,乳品類,脫脂強化鮮乳(鐵強化),41,89.3,4.2,0.2,5.6,0
L01001,乳品類,中脂調味乳(巧克力),62,86.3,1.9,2,9.2,0.8
L01002,乳品類,中脂調味乳(多穀類),67,86.4,2.4,3.1,7.6,1.1
L01003,乳品類,中脂調味乳(鈣強化),62,85.6,2.3,1.6,9.9,0
L01004,乳品類,中脂調味乳(維生素強化),60,86.9,2,2.2,8.3,0
L01005,乳品類,中脂調味乳(纖維&維生素E強化),65,85.5,2.4,2.1,9.3,0.3
L01101,乳品類,低脂調味乳(木瓜),57,85.9,1.8,0.6,11.2,0
L01102,乳品類,低脂調味乳(果汁),53,88,1.6,1.3,8.7,0
L01201,乳品類,高脂保久乳,71,87.7,3.1,5.1,3.4,0
L01301,乳品類,全脂保久乳,62,87.7,3,3.3,5.1,0
L01401,乳品類,中脂保久乳,49,89.3,3.2,1.9,4.8,0
L01501,乳品類,低脂強化保久乳(寡糖強化),46,89.1,3.2,1,6,0
L01601,乳品類,中脂調味保久乳(巧克力),60,86.6,1.9,1.7,9.3,0.5
L01602,乳品類,中脂調味保久乳(布丁),60,86.4,1.6,1.7,9.8,0
L01701,乳品類,全脂奶粉,504,2.8,26.4,28.2,37,0
L018,乳品類,部份脫脂奶粉平均值,434,2.7,28.2,14.3,48.6,0
L01801,乳品類,部份脫脂奶粉,423,2.5,32.8,12.1,45.6,0
L01802,乳品類,部份脫脂奶粉(即溶),445,2.8,23.7,16.4,51.6,0
L019,乳品類,脫脂奶粉平均值,361,4,37.1,1.2,49.8,0
L01901,乳品類,脫脂奶粉,361,4,36.2,0.9,51.2,0
L01902,乳品類,脫脂奶粉(即溶),362,4.1,38,1.4,48.4,0
L02001,乳品類,部份脫脂低乳糖奶粉,416,2.1,34.6,10.4,45.6,0
L02101,乳品類,全脂強化奶粉(纖維強化),500,2.6,25.6,27,39.5,3.2
L02201,乳品類,部份脫脂強化奶粉(鈣強化),408,4.4,25,11.8,51,0
L02202,乳品類,部份脫脂強化奶粉(纖維&DHA強化),476,1.1,23.2,22.1,47.3,5.4
L02203,乳品類,部份脫脂強化奶粉(纖維&鈣強化),366,2.9,35.9,1.8,50.8,0.8
L02204,乳品類,部份脫脂強化奶粉(脂肪酸調整),481,2.2,22.7,23.5,45.9,0
L02301,乳品類,脫脂強化奶粉(抗氧化),366,3,32.3,1,56.6,0.4
L02302,乳品類,脫脂強化奶粉(鈣&維生素A強化),360,3.5,38,1.1,48.7,0
L02303,乳品類,"脫脂強化奶粉(鈣&維生素C,E強化)",360,0.8,32.8,0.7,55.4,0
L02304,乳品類,脫脂強化奶粉(鈣&鐵強化),360,2.4,35.6,0.7,52.3,0
L02401,乳品類,部份脫脂調味奶粉(巧克力),403,2.2,14.1,6.9,71.9,7.6
L02402,乳品類,部份脫脂調味奶粉(果汁),426,2.3,19.8,11.4,62.3,0
L02501,乳品類,切片乾酪,309,47.2,18.3,23.7,5.9,8.7
L02502,乳品類,切片乾酪(低脂),238,50.9,21.7,12.5,9.2,0
L02503,乳品類,刨絲乾酪,330,44.4,25.1,24.1,2.9,0
L02504,乳品類,乾酪粉,482,15,40.4,33.6,3.6,0
L02601,乳品類,脫脂稀釋發酵乳,68,82.7,1.1,0.1,15.8,0
L02602,乳品類,脫脂稀釋發酵乳(鈣強化),72,81.7,1,0.1,16.9,0
L02701,乳品類,全脂濃稠發酵乳,90,80.6,4.1,3.2,11.3,0
L02801,乳品類,中脂濃稠發酵乳,82,81.6,2.9,2.3,12.6,0.9
L02802,乳品類,中脂濃稠發酵乳(無糖&纖維強化),74,83.6,3.2,2.2,10.4,0.6
L02803,乳品類,中脂濃稠發酵乳(草莓),88,80.5,3.1,2.7,13,0.5
L02901,乳品類,低脂濃稠發酵乳,73,82.5,2.3,1.1,13.6,0
L03001,乳品類,脫脂濃稠發酵乳,63,83.9,3,0.4,12.1,0.2
L03002,乳品類,脫脂濃稠發酵乳(低熱量),37,90.5,2,0.1,6.9,0
L03003,乳品類,脫脂濃稠發酵乳(草莓),67,83,2.3,0.3,13.9,0
L03004,乳品類,脫脂濃稠發酵乳(啤酒酵母),34,90.9,2.1,0.1,6.4,0
L03101,乳品類,高脂凝態發酵乳(纖維強化),94,80.3,3.2,3.8,11.9,1.7
L03201,乳品類,全脂凝態發酵乳,97,79,3.1,3.3,13.6,0
L03301,乳品類,中脂凝態發酵乳(草莓),102,77.2,3.7,2.8,15.6,0
L03302,乳品類,中脂凝態發酵乳(蘆薈),89,79.7,1.7,2.5,15.1,0.4
L03401,乳品類,脫脂凝態發酵乳(纖維強化),84,78.6,4.1,0.5,15.9,0.1
L03501,乳品類,脫脂保久稀釋發酵乳,45,88.5,0.1,0.1,11,0
L03601,乳品類,脫脂保久濃稠發酵乳(草莓&蘋果),68,82.3,3,0.2,13.6,0
L03701,乳品類,淡煉乳,136,74.5,6.5,8.3,9.1,0
L03801,乳品類,加糖部份脫脂煉乳,318,26.7,7.5,7.8,56.2,0
L03901,乳品類,高脂鮮羊乳,65,87.7,3.4,4,4.2,0
L04001,乳品類,中脂鮮羊乳,48,90.2,2.7,2.4,3.9,0
